StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,calibrate_poss_1,calibrate_poss_2,calibrate_norm_1,calibrate_norm_2,check_group_berry,possibility_change,possibility_change_y,possibility_change_n,normativity_fc,normativity_notOkay,normativity_okay,switched_context_fc,switched_context_1,switched_context_2,intervention,intervention_diff,check_normativity,check_group,check_berry,check_task,age,gender,gender_4_TEXT,race,race_15_TEXT,education,ses,debrief_1,debrief_2,debrief_3,condition
2020-11-13 19:53:43,2020-11-13 20:00:30,IP Address,184.103.57.141,100,407,True,2020-11-13 20:00:30,R_yKOzYKuBYs7InVT,,,,,33.3428955078125,-111.63469696044921875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Find a treatment they can take when eating okinberries.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,Hispanic or Latino/a,,Less than high school,Poor,no,na,No idea.,internalist_biological
2020-11-13 19:49:29,2020-11-13 20:00:36,IP Address,99.101.100.7,100,666,True,2020-11-13 20:00:36,R_25Xh4fSFGJisYvJ,,,,,35.0489959716796875,-89.95189666748046875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,A little good,"
Okinberries",Maybe okinberries,,trade with the others for their okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American",,High school/GED,Working class,n/a,n/a,not sure,internalist_biological
2020-11-13 19:56:53,2020-11-13 20:00:48,IP Address,67.191.40.23,100,235,True,2020-11-13 20:00:48,R_25u5HGAyWdMrVCU,,,,,26.048492431640625,-80.37909698486328125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would make it so that zarpies don't get sick from eating okinberries.,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_biological
2020-11-13 19:55:37,2020-11-13 20:00:55,IP Address,136.34.219.92,100,318,True,2020-11-13 20:00:56,R_32Jw0dITZinslMa,,,,,38.959197998046875,-94.596099853515625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",For sure okinberries,,Change the color of the okinberries so the Zarpies will think they are eating pogoberries.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,48,Male,,"White, Caucasian, or European American",,Some college,Middle class,No,Show previous information on succeeding pages,"Choices limited by habits ",structural
2020-11-13 19:55:07,2020-11-13 20:01:09,IP Address,98.184.194.240,100,362,True,2020-11-13 20:01:10,R_3PF5qFsQZrHAcje,,,,,33.5471954345703125,-117.6237945556640625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,i would feed them the okinberries and make sure their tummy feels okay,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Affluent,,,,internalist_cultural
2020-11-13 19:55:03,2020-11-13 20:02:20,IP Address,24.118.190.140,100,436,True,2020-11-13 20:02:20,R_3qrhXclcmR6umEp,,,,,44.760101318359375,-93.27480316162109375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",For sure okinberries,,have them travel,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,34,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,no,none,not sure,structural
2020-11-13 19:55:01,2020-11-13 20:03:05,IP Address,73.102.211.104,100,484,True,2020-11-13 20:03:06,R_1q4b80pOnoszffq,,,,,39.83349609375,-84.8983001708984375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would create a digestive aid that would allow them to eat okinberries without getting sick.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,65,Male,,"White, Caucasian, or European American",,Some college,Working class,No,"No ",Interpretation,internalist_biological
2020-11-13 19:55:35,2020-11-13 20:04:41,IP Address,136.49.139.199,100,546,True,2020-11-13 20:04:42,R_3nHJnOhDOiaDXt4,,,,,30.2133026123046875,-97.853302001953125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"
Okinberries",Maybe okinberries,,I would show them that okinberries can’t hurt them.,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,83,Male,,"White, Caucasian, or European American",,Some college,Middle class,No,No,"Prejudice ",internalist_cultural
2020-11-13 20:01:32,2020-11-13 20:06:17,IP Address,71.11.158.96,100,284,True,2020-11-13 20:06:18,R_R8NEFvoUM8JkHPX,,,,,38.187896728515625,-90.42859649658203125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would grow seeds in a monitored environment inside like a greenhouse.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Working class,no problems,no changes,How well I can remember reading comprehension checks,internalist_biological
2020-11-13 19:59:56,2020-11-13 20:06:24,IP Address,76.20.202.184,100,387,True,2020-11-13 20:06:27,R_2zolItHMWYtS1tK,,,,,33.899200439453125,-84.85720062255859375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"
Okinberries",Maybe okinberries,,Bring them to the other side of the planet,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,Some of the questions were confusing.,,,structural
2020-11-13 20:03:04,2020-11-13 20:09:15,IP Address,159.118.122.212,100,370,True,2020-11-13 20:09:15,R_2ylrVrCAWVKiYEF,,,,,33.742401123046875,-90.7295989990234375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,For sure pogoberries,I would make a sign to let the Zarpies know that it is okay to eat okinberries,Somewhat easy,Should not,Hibbles,Junpaberries,Learning about Zarpies and answering questions about them,34,Female,,Black or African American,,"Master's (M.A., M.S.)",Working class,no,no,The study was learning about different species,internalist_cultural
2020-11-13 19:41:32,2020-11-13 20:10:31,IP Address,68.104.251.185,100,1738,True,2020-11-13 20:10:32,R_DMZz9nhvLgL70Pv,,,,,33.312103271484375,-111.82129669189453125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",For sure okinberries,,Trade with the Vawns for okinberries in exchange for something that Zarpies have.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Male,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,,,,structural
2020-11-13 19:33:24,2020-11-13 20:12:22,IP Address,216.164.191.153,100,2338,True,2020-11-13 20:12:22,R_3qCg6ERbb1TL6X7,,,,,40.595001220703125,-75.528900146484375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,I would make sure that they could import oinkberries from the other side of the planet.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,56,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,I spelled okinberries wrong; I thought they were oinkberries,,,structural
2020-11-13 20:07:23,2020-11-13 20:12:29,IP Address,71.56.121.5,100,305,True,2020-11-13 20:12:29,R_AhREakwU2T05TcR,,,,,33.8780059814453125,-83.892303466796875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,"I would tell them that it is ok to eat all berries. ",Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Female,,Black or African American,,Some college,Middle class,No,I don't have any suggestions.,"How well kids can tell the difference between things that are harmful to others and preferences. ",internalist_cultural
2020-11-13 20:12:51,2020-11-13 20:23:15,IP Address,162.193.23.43,100,623,True,2020-11-13 20:23:16,R_2Eo6Epur6IOO65z,,,,,29.700897216796875,-95.5885009765625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,Maybe pogoberries,I would change the Zarpies bodies so that they can eat okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,internalist_biological
2020-11-13 19:54:37,2020-11-13 20:33:26,IP Address,73.110.206.96,100,2329,True,2020-11-13 20:33:27,R_4Mh1nApLzWvpbl7,,,,,41.9927978515625,-87.80539703369140625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,mix them with other berries,Somewhat difficult,Should not,Zarpies,"Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,41,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,no,none,memory,internalist_biological
2020-11-13 20:28:53,2020-11-13 20:33:56,IP Address,73.150.149.110,100,302,True,2020-11-13 20:33:56,R_1OlENlkqBffxlMc,,,,,40.7238006591796875,-74.22930145263671875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,For sure pogoberries,I would show the Zarpies that eating okinberries is not bad luck,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,South or Southeast Asian,,"Bachelor's (B.A., B.S.)",Middle class,,,I believe the study is about whether or not something is good or bad,internalist_cultural
2020-11-13 20:16:34,2020-11-13 20:35:38,IP Address,71.195.36.117,100,1143,True,2020-11-13 20:35:38,R_2U3H9zvFUFWzinX,,,,,45.0115966796875,-93.03510284423828125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"

Pogoberries",,For sure pogoberries,Have them move into an area that has more okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_cultural
2020-11-13 20:28:45,2020-11-13 20:35:57,IP Address,24.169.19.0,100,431,True,2020-11-13 20:35:57,R_DVvNRoQGUvdPzr3,,,,,42.67010498046875,-73.77539825439453125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"
Okinberries",Maybe okinberries,,I would have the Zarpies trade with the other aliens for a share of their berries—possibly a promise of half a share of their own berries once the next crop comes in.,Somewhat easy,Should,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,24,"Prefer to self-describe, please specify:",Nebularian,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Poor,"Only remembering the proper nouns. ","Maybe including a glossary on each page, for those whose brains don't work properly (like mine)?","I guess about some light contextual fuzzy reasoning. ",structural
2020-11-13 20:05:02,2020-11-13 20:37:33,IP Address,24.197.246.129,100,1951,True,2020-11-13 20:37:33,R_rrHLsnsOS0fvI5j,,,,,43.801300048828125,-91.21340179443359375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,Maybe pogoberries,Make their stomachs similar to the other aliens and then they could all eat okinberries together,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,40,Male,,"White, Caucasian, or European American",,Some college,Poor,no,no,I don't know,internalist_biological
2020-11-13 19:39:32,2020-11-13 20:39:17,IP Address,71.197.254.231,100,3584,True,2020-11-13 20:39:18,R_1KmeYoaRzBpot8N,,,,,47.110107421875,-122.77500152587890625,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"

Pogoberries",,For sure pogoberries,Strike up a trade deal with the North,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,understanding logic,structural
2020-11-13 20:36:52,2020-11-13 20:49:19,IP Address,71.175.44.119,100,746,True,2020-11-13 20:49:19,R_3O1fZMozizliqkY,,,,,39.9040069580078125,-75.50890350341796875,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,Maybe pogoberries,Harvest okinberries myself.,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,49,Female,,"White, Caucasian, or European American",,Less than high school,Middle class,N/A,N/A,I'm not really sure.,internalist_biological
2020-11-13 20:37:16,2020-11-13 20:49:39,IP Address,184.56.184.114,100,743,True,2020-11-13 20:49:40,R_2SGN2O4m67oFaNM,,,,,37.6450958251953125,-84.77030181884765625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"
Okinberries",For sure okinberries,,Move them to the bottom of the planet.,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Female,,"White, Caucasian, or European American",,,Middle class,,,Recalling info about a fictional story.,internalist_cultural
2020-11-13 20:49:01,2020-11-13 20:52:58,IP Address,142.197.208.134,100,237,True,2020-11-13 20:52:59,R_1DIkb1nNdKMUfcd,,,,,29.0511016845703125,-82.03800201416015625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,make Zarpies immune to negative effects from okinberries,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,no,no,evaluating an alien race,internalist_biological
2020-11-13 20:59:50,2020-11-13 21:03:29,IP Address,68.48.1.3,100,219,True,2020-11-13 21:03:29,R_2QASUS3Wu3aJJLZ,,,,,42.7366943359375,-84.475799560546875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,Go back in time to eat from the beginning,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,,,,internalist_cultural
2020-11-13 21:07:24,2020-11-13 21:16:51,IP Address,98.181.222.110,100,567,True,2020-11-13 21:16:52,R_2EEKAHN7wiyBtFh,,,,,36.1219940185546875,-115.08599853515625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,"Very, very good","
Okinberries",For sure okinberries,,Move to where there are okinberries until the next harvest season?,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,46,Male,,"White, Caucasian, or European American",,High school/GED,Working class,"No, everything seemed to work just fine.",Nothing comes to mind.,"Well, it's probably not about a story for children. Maybe something to do with problem-solving? And/or right vs wrong? Those are the only 2 things that come to mind.",structural
2020-11-13 20:43:03,2020-11-13 21:19:23,IP Address,73.229.139.186,100,2180,True,2020-11-13 21:19:24,R_39sec6sOnfgylSV,,,,,40.5377044677734375,-105.05460357666015625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,"I'd start out each day by just giving them one okinberry, and I would slowly increase the amount I gave them each day, to get their systems used to the okinberries.",Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,"No, I didn't have any problems.","No, I really enjoyed this study and I wouldn't change anything!",Maybe to see how easy to understand a potential children's book is?,structural
2020-11-13 21:32:15,2020-11-13 21:37:09,IP Address,173.62.251.151,100,293,True,2020-11-13 21:37:09,R_0I0Q7Dg78OZ1rcl,,,,,39.93609619140625,-75.2624969482421875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would deliver okinberries directly to the Zarpies that live in the Vawns region.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,South or Southeast Asian,,"Bachelor's (B.A., B.S.)",Working class,,,,internalist_biological
2020-11-13 21:35:25,2020-11-13 21:38:20,IP Address,108.193.232.84,100,175,True,2020-11-13 21:38:21,R_3Lck3aQPX2C07Si,,,,,33.166107177734375,-117.09320068359375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Tell them the head Zarpie said it's okay to eat the okinberries.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,40,Female,,"White, Caucasian, or European American,East Asian",,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_cultural
2020-11-13 21:39:19,2020-11-13 22:14:28,IP Address,173.73.183.8,100,2109,True,2020-11-13 22:14:28,R_27OJZqDgrrqvTAM,,,,,38.906402587890625,-77.12779998779296875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,"I would try to develop a medicate that they could take to prevent, or mitigate the symptoms of the sickness they get from eating the wrong food.",Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,"No, I think it was very clear!","I am sort of unsure as to what exact suggestions that you're all looking for with the last question, and I think a more exact definition of the severity of the sickness should be established,.",Whether or not the task will be clear to children.,internalist_biological
2020-11-13 22:05:36,2020-11-13 22:17:10,IP Address,156.146.59.115,100,693,True,2020-11-13 22:17:10,R_0qee7gupgIeP2cV,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",No,,For sure no,Okay,,Pretty good,"
Okinberries",For sure okinberries,,ensure is only the option.,Somewhat difficult,Should,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,Black or African American,,Some college,Middle class,,,,internalist_cultural
2020-11-13 22:18:56,2020-11-13 22:23:19,IP Address,98.37.76.135,100,262,True,2020-11-13 22:23:19,R_XjpbO3aUHK3hFWp,,,,,37.8083953857421875,-122.28459930419921875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",For sure okinberries,,Bring some okinberries from the other side of the planet for the Zarpies to eat.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,,,,structural
2020-11-13 22:36:28,2020-11-13 22:43:15,IP Address,108.52.156.3,100,407,True,2020-11-13 22:43:15,R_RUKYYGChTuYH4Hf,,,,,40.3061065673828125,-75.1483001708984375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,"Very, very good","
Okinberries",Maybe okinberries,,"If I could make anything happen, I would have a plane deliver enough okinberries for all Zarpies to feed them for the season; as well as take them some seeds for planting okinberries so that they will have continued supply. ",Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,42,Female,,"Hispanic or Latino/a,Black or African American",,"Master's (M.A., M.S.)",Middle class,none,n/a,to assess how people evaluate language.,structural
2020-11-13 22:24:41,2020-11-13 22:33:14,IP Address,68.52.51.80,100,513,True,2020-11-13 22:48:55,R_0HF4ZmEvsv7spbP,,,,,35.93060302734375,-86.8787994384765625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",Yes,Maybe yes,,Not okay,"Very, very bad",,"
Okinberries",For sure okinberries,,Bring it more okinberries,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Prefer not to specify,,Prefer not to specify,,Prefer not to specify,Prefer not to specify,None,None,Stories?,internalist_biological
2020-11-13 23:16:39,2020-11-13 23:19:10,IP Address,45.46.160.244,100,150,True,2020-11-13 23:19:10,R_3ee5py686epPMHz,,,,,42.9134979248046875,-78.88899993896484375,anonymous,EN,I do consent to participate,Yes,Yes,Not okay,Okay,"

Zarpies",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Mix them with the other berries,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,structural
2020-11-13 23:20:42,2020-11-13 23:23:43,IP Address,107.136.228.29,100,180,True,2020-11-13 23:23:43,R_OGLmeaAEvIW5yWB,,,,,31.9405059814453125,-102.39189910888671875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,Maybe pogoberries,Plant more pogoberries.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,20,Female,,Hispanic or Latino/a,,High school/GED,Middle class,Not really.,"Nothing, it was just fine.",How we feel about learning facts on certain groups.,internalist_biological
2020-11-13 23:21:23,2020-11-13 23:25:17,IP Address,71.57.101.85,100,233,True,2020-11-13 23:25:17,R_2AHjZzm9797zAc5,,,,,41.7082977294921875,-87.97640228271484375,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,Learn how to eat them safely from the Zarpies,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,"White, Caucasian, or European American",,High school/GED,Middle class,none,none,To see if a group of people are set or if they can change if they have to.,internalist_cultural
2020-11-14 00:10:26,2020-11-14 00:12:43,IP Address,96.245.219.69,100,137,True,2020-11-14 00:12:43,R_21hafVpwl7Qn9yx,,,,,40.14349365234375,-75.377899169921875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,have them live on the side of the planet that okinberries are on,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,structural
2020-11-14 00:11:16,2020-11-14 00:14:27,IP Address,64.201.89.11,100,191,True,2020-11-14 00:14:27,R_3oSoeTIDUbUAlE6,,,,,40.0417938232421875,-79.41510009765625,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"

Pogoberries",,For sure pogoberries,talk to the other species about the fruit,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Male,,"White, Caucasian, or European American",,Some college,Working class,no issues,no,"something about perception, no idea",internalist_cultural
2020-11-14 00:10:05,2020-11-14 00:15:04,IP Address,97.93.212.138,100,298,True,2020-11-14 00:15:05,R_3HRkpn8IUzWs3LL,,,,,32.7566070556640625,-97.7906036376953125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Remove the harmful gene from the Okinberries.,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Female,,"White, Caucasian, or European American",,Some college,Working class,,,,internalist_biological
2020-11-14 00:14:35,2020-11-14 00:16:36,IP Address,192.119.160.5,100,120,True,2020-11-14 00:16:36,R_2yp7NIYhNBnZkaS,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Zarpies",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,make them be able to grow in that area and change their diet,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,23,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_biological
2020-11-14 00:13:16,2020-11-14 00:18:34,IP Address,99.119.22.96,100,317,True,2020-11-14 00:18:35,R_1gkL3zK5N4u0vqC,,,,,33.6748046875,-117.908905029296875,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Change/remove the chemicals or compounds in the berries that make them sick.,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Male,,"White, Caucasian, or European American",,Some college,Poor,No.,No.,"Differentiating between things that are ""ok"" and ""not ok."" Or good and bad in other terms.",internalist_biological
2020-11-14 00:13:26,2020-11-14 00:18:51,IP Address,100.7.124.86,100,325,True,2020-11-14 00:18:51,R_BD5CPZKT2IOhlkJ,,,,,37.430999755859375,-77.65540313720703125,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would invent a machine that made the okinberries safe for Zarpies to eat.,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,57,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,No,,,internalist_cultural
