StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,calibrate_poss_1,calibrate_poss_2,calibrate_norm_1,calibrate_norm_2,check_group_berry,possibility_change,possibility_change_y,possibility_change_n,normativity_fc,normativity_notOkay,normativity_okay,switched_context_fc,switched_context_1,switched_context_2,intervention,intervention_coded_Aarthi,intervention_coded_Marianna,intervention_coded,intervention_diff,check_normativity,check_group,check_berry,check_task,age,gender,gender_4_TEXT,race,race_15_TEXT,education,ses,debrief_1,debrief_2,debrief_3,condition
11/13/2020 19:56,11/13/2020 19:57,IP Address,209.160.254.203,100,113,TRUE,11/13/2020 19:57,R_27xGOztBzot93kM,,,,,33.938797,-117.4160004,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,In need to survive!,other,other,other,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,22,Female,,East Asian,,"Master's (M.A., M.S.)",Middle class,,,,structural
11/13/2020 19:53,11/13/2020 19:58,IP Address,172.58.172.126,100,297,TRUE,11/13/2020 19:58,R_qVjTX2ThDl0YV7r,,,,,28.57879639,-81.43959808,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,Maybe pogoberries,I would tell the Zarpies that okinberries bring luck. Maybe they will eat the okinberries.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,40,Male,,"White, Caucasian, or European American",,High school/GED,Working class,none,no,using this in the future for kids.,internalist_cultural
11/13/2020 19:55,11/13/2020 19:59,IP Address,68.224.240.118,100,221,TRUE,11/13/2020 19:59,R_12RYhTm4RNnufrI,,,,,36.27090454,-115.2799988,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,For sure pogoberries,Make sure they don't eat too many,modify Zarpies biology,other,modify Zarpies biology,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,38,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,no,n/a,no idea,internalist_biological
11/13/2020 19:55,11/13/2020 19:59,IP Address,64.139.231.134,100,231,TRUE,11/13/2020 19:59,R_2rGbljAaPsaL2QT,,,,,37.34759521,-119.6448975,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Okay,,"Very, very good","
Okinberries",For sure okinberries,,I would make the okinberries available to the Zarpies.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,"White, Caucasian, or European American",,Some college,Working class,,,,structural
11/13/2020 19:54,11/13/2020 19:59,IP Address,72.187.182.21,100,265,TRUE,11/13/2020 19:59,R_1H8bwqYxmgwGFO1,,,,,27.96110535,-81.93979645,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,convince that its okay to eat other berries.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Female,,Hispanic or Latino/a,,High school/GED,Working class,,,,internalist_cultural
11/13/2020 19:55,11/13/2020 19:59,IP Address,68.61.221.147,100,261,TRUE,11/13/2020 19:59,R_1richqLJZfgthAG,,,,,43.02130127,-85.60639954,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,Maybe pogoberries,I would make it good luck for them to eat any berry.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,26,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,internalist_cultural
11/13/2020 19:55,11/13/2020 20:00,IP Address,72.92.48.152,100,272,TRUE,11/13/2020 20:00,R_25MgNdJCUSjemFz,,,,,40.18089294,-75.21559906,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,"Try to make them edible, not sure how that can be achieved. ",modify okinberries,modify okinberries,modify okinberries,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American",,Some college,Working class,N/A,N/A,I really don't know because the questions were designed for kids.,internalist_biological
11/13/2020 19:53,11/13/2020 20:00,IP Address,184.103.57.141,100,407,TRUE,11/13/2020 20:00,R_yKOzYKuBYs7InVT,,,,,33.34289551,-111.634697,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Find a treatment they can take when eating okinberries.,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,Hispanic or Latino/a,,Less than high school,Poor,no,na,No idea.,internalist_biological
11/13/2020 19:49,11/13/2020 20:00,IP Address,99.101.100.7,100,666,TRUE,11/13/2020 20:00,R_25Xh4fSFGJisYvJ,,,,,35.04899597,-89.95189667,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,A little good,"
Okinberries",Maybe okinberries,,trade with the others for their okinberries,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American",,High school/GED,Working class,n/a,n/a,not sure,internalist_biological
11/13/2020 19:56,11/13/2020 20:00,IP Address,67.191.40.23,100,235,TRUE,11/13/2020 20:00,R_25u5HGAyWdMrVCU,,,,,26.04849243,-80.37909698,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would make it so that zarpies don't get sick from eating okinberries.,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_biological
11/13/2020 19:55,11/13/2020 20:00,IP Address,136.34.219.92,100,318,TRUE,11/13/2020 20:00,R_32Jw0dITZinslMa,,,,,38.959198,-94.59609985,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",For sure okinberries,,Change the color of the okinberries so the Zarpies will think they are eating pogoberries.,modify okinberries,modify okinberries,modify okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,48,Male,,"White, Caucasian, or European American",,Some college,Middle class,No,Show previous information on succeeding pages,Choices limited by habits,structural
11/13/2020 19:55,11/13/2020 20:01,IP Address,98.184.194.240,100,362,TRUE,11/13/2020 20:01,R_3PF5qFsQZrHAcje,,,,,33.54719543,-117.6237946,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,i would feed them the okinberries and make sure their tummy feels okay,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Affluent,,,,internalist_cultural
11/13/2020 19:55,11/13/2020 20:02,IP Address,24.118.190.140,100,436,TRUE,11/13/2020 20:02,R_3qrhXclcmR6umEp,,,,,44.76010132,-93.27480316,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",For sure okinberries,,have them travel,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,34,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,no,none,not sure,structural
11/13/2020 19:55,11/13/2020 20:03,IP Address,73.102.211.104,100,484,TRUE,11/13/2020 20:03,R_1q4b80pOnoszffq,,,,,39.83349609,-84.89830017,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would create a digestive aid that would allow them to eat okinberries without getting sick.,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,65,Male,,"White, Caucasian, or European American",,Some college,Working class,No,No,Interpretation,internalist_biological
11/13/2020 19:55,11/13/2020 20:04,IP Address,136.49.139.199,100,546,TRUE,11/13/2020 20:04,R_3nHJnOhDOiaDXt4,,,,,30.21330261,-97.853302,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"
Okinberries",Maybe okinberries,,I would show them that okinberries can’t hurt them.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,83,Male,,"White, Caucasian, or European American",,Some college,Middle class,No,No,Prejudice,internalist_cultural
11/13/2020 20:01,11/13/2020 20:06,IP Address,71.11.158.96,100,284,TRUE,11/13/2020 20:06,R_R8NEFvoUM8JkHPX,,,,,38.18789673,-90.4285965,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would grow seeds in a monitored environment inside like a greenhouse.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Working class,no problems,no changes,How well I can remember reading comprehension checks,internalist_biological
11/13/2020 19:59,11/13/2020 20:06,IP Address,76.20.202.184,100,387,TRUE,11/13/2020 20:06,R_2zolItHMWYtS1tK,,,,,33.89920044,-84.85720062,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"
Okinberries",Maybe okinberries,,Bring them to the other side of the planet,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,Some of the questions were confusing.,,,structural
11/13/2020 20:03,11/13/2020 20:09,IP Address,159.118.122.212,100,370,TRUE,11/13/2020 20:09,R_2ylrVrCAWVKiYEF,,,,,33.74240112,-90.729599,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,For sure pogoberries,I would make a sign to let the Zarpies know that it is okay to eat okinberries,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat easy,Should not,Hibbles,Junpaberries,Learning about Zarpies and answering questions about them,34,Female,,Black or African American,,"Master's (M.A., M.S.)",Working class,no,no,The study was learning about different species,internalist_cultural
11/13/2020 19:41,11/13/2020 20:10,IP Address,68.104.251.185,100,1738,TRUE,11/13/2020 20:10,R_DMZz9nhvLgL70Pv,,,,,33.31210327,-111.8212967,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",For sure okinberries,,Trade with the Vawns for okinberries in exchange for something that Zarpies have.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,27,Male,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,,,,structural
11/13/2020 19:33,11/13/2020 20:12,IP Address,216.164.191.153,100,2338,TRUE,11/13/2020 20:12,R_3qCg6ERbb1TL6X7,,,,,40.59500122,-75.52890015,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,I would make sure that they could import oinkberries from the other side of the planet.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,56,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,I spelled okinberries wrong; I thought they were oinkberries,,,structural
11/13/2020 20:07,11/13/2020 20:12,IP Address,71.56.121.5,100,305,TRUE,11/13/2020 20:12,R_AhREakwU2T05TcR,,,,,33.87800598,-83.89230347,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",Maybe okinberries,,I would tell them that it is ok to eat all berries.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,31,Female,,Black or African American,,Some college,Middle class,No,I don't have any suggestions.,How well kids can tell the difference between things that are harmful to others and preferences.,internalist_cultural
11/13/2020 20:12,11/13/2020 20:23,IP Address,162.193.23.43,100,623,TRUE,11/13/2020 20:23,R_2Eo6Epur6IOO65z,,,,,29.70089722,-95.58850098,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,Maybe pogoberries,I would change the Zarpies bodies so that they can eat okinberries,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,30,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,internalist_biological
11/13/2020 19:54,11/13/2020 20:33,IP Address,73.110.206.96,100,2329,TRUE,11/13/2020 20:33,R_4Mh1nApLzWvpbl7,,,,,41.99279785,-87.80539703,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,mix them with other berries,modify okinberries,modify okinberries,modify okinberries,Somewhat difficult,Should not,Zarpies,"Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,41,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,no,none,memory,internalist_biological
11/13/2020 20:28,11/13/2020 20:33,IP Address,73.150.149.110,100,302,TRUE,11/13/2020 20:33,R_1OlENlkqBffxlMc,,,,,40.72380066,-74.22930145,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,For sure pogoberries,I would show the Zarpies that eating okinberries is not bad luck,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,37,Male,,South or Southeast Asian,,"Bachelor's (B.A., B.S.)",Middle class,,,I believe the study is about whether or not something is good or bad,internalist_cultural
11/13/2020 20:16,11/13/2020 20:35,IP Address,71.195.36.117,100,1143,TRUE,11/13/2020 20:35,R_2U3H9zvFUFWzinX,,,,,45.01159668,-93.03510284,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"

Pogoberries",,For sure pogoberries,Have them move into an area that has more okinberries,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_cultural
11/13/2020 20:28,11/13/2020 20:35,IP Address,24.169.19.0,100,431,TRUE,11/13/2020 20:35,R_DVvNRoQGUvdPzr3,,,,,42.67010498,-73.77539825,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,A little good,"
Okinberries",Maybe okinberries,,I would have the Zarpies trade with the other aliens for a share of their berries—possibly a promise of half a share of their own berries once the next crop comes in.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat easy,Should,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,24,"Prefer to self-describe, please specify:",Nebularian,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Poor,Only remembering the proper nouns.,"Maybe including a glossary on each page, for those whose brains don't work properly (like mine)?",I guess about some light contextual fuzzy reasoning.,structural
11/13/2020 20:05,11/13/2020 20:37,IP Address,24.197.246.129,100,1951,TRUE,11/13/2020 20:37,R_rrHLsnsOS0fvI5j,,,,,43.80130005,-91.21340179,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,Maybe pogoberries,Make their stomachs similar to the other aliens and then they could all eat okinberries together,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,40,Male,,"White, Caucasian, or European American",,Some college,Poor,no,no,I don't know,internalist_biological
11/13/2020 19:39,11/13/2020 20:39,IP Address,71.197.254.231,100,3584,TRUE,11/13/2020 20:39,R_1KmeYoaRzBpot8N,,,,,47.11010742,-122.7750015,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"

Pogoberries",,For sure pogoberries,Strike up a trade deal with the North,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,understanding logic,structural
11/13/2020 20:36,11/13/2020 20:49,IP Address,71.175.44.119,100,746,TRUE,11/13/2020 20:49,R_3O1fZMozizliqkY,,,,,39.90400696,-75.5089035,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",No,,Maybe no,Not okay,A little bad,,"

Pogoberries",,Maybe pogoberries,Harvest okinberries myself.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,49,Female,,"White, Caucasian, or European American",,Less than high school,Middle class,N/A,N/A,I'm not really sure.,internalist_biological
11/13/2020 20:37,11/13/2020 20:49,IP Address,184.56.184.114,100,743,TRUE,11/13/2020 20:49,R_2SGN2O4m67oFaNM,,,,,37.64509583,-84.77030182,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"
Okinberries",For sure okinberries,,Move them to the bottom of the planet.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Female,,"White, Caucasian, or European American",,,Middle class,,,Recalling info about a fictional story.,internalist_cultural
11/13/2020 20:49,11/13/2020 20:52,IP Address,142.197.208.134,100,237,TRUE,11/13/2020 20:52,R_1DIkb1nNdKMUfcd,,,,,29.05110168,-82.03800201,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,make Zarpies immune to negative effects from okinberries,modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,33,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,no,no,evaluating an alien race,internalist_biological
11/13/2020 20:59,11/13/2020 21:03,IP Address,68.48.1.3,100,219,TRUE,11/13/2020 21:03,R_2QASUS3Wu3aJJLZ,,,,,42.73669434,-84.47579956,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,Go back in time to eat from the beginning,other,other,other,Very difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,,,,internalist_cultural
11/13/2020 21:07,11/13/2020 21:16,IP Address,98.181.222.110,100,567,TRUE,11/13/2020 21:16,R_2EEKAHN7wiyBtFh,,,,,36.12199402,-115.0859985,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,"Very, very good","
Okinberries",For sure okinberries,,Move to where there are okinberries until the next harvest season?,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,46,Male,,"White, Caucasian, or European American",,High school/GED,Working class,"No, everything seemed to work just fine.",Nothing comes to mind.,"Well, it's probably not about a story for children. Maybe something to do with problem-solving? And/or right vs wrong? Those are the only 2 things that come to mind.",structural
11/13/2020 20:43,11/13/2020 21:19,IP Address,73.229.139.186,100,2180,TRUE,11/13/2020 21:19,R_39sec6sOnfgylSV,,,,,40.53770447,-105.0546036,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,"I'd start out each day by just giving them one okinberry, and I would slowly increase the amount I gave them each day, to get their systems used to the okinberries.",modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,29,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,"No, I didn't have any problems.","No, I really enjoyed this study and I wouldn't change anything!",Maybe to see how easy to understand a potential children's book is?,structural
11/13/2020 21:32,11/13/2020 21:37,IP Address,173.62.251.151,100,293,TRUE,11/13/2020 21:37,R_0I0Q7Dg78OZ1rcl,,,,,39.93609619,-75.26249695,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,I would deliver okinberries directly to the Zarpies that live in the Vawns region.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,28,Male,,South or Southeast Asian,,"Bachelor's (B.A., B.S.)",Working class,,,,internalist_biological
11/13/2020 21:35,11/13/2020 21:38,IP Address,108.193.232.84,100,175,TRUE,11/13/2020 21:38,R_3Lck3aQPX2C07Si,,,,,33.16610718,-117.0932007,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",No,,For sure no,Not okay,"Very, very bad",,"

Pogoberries",,For sure pogoberries,Tell them the head Zarpie said it's okay to eat the okinberries.,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,modify Zarpies beliefs/culture,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,40,Female,,"White, Caucasian, or European American,East Asian",,"Bachelor's (B.A., B.S.)",Middle class,,,,internalist_cultural
11/13/2020 21:39,11/13/2020 22:14,IP Address,173.73.183.8,100,2109,TRUE,11/13/2020 22:14,R_27OJZqDgrrqvTAM,,,,,38.90640259,-77.12779999,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,For sure no,Not okay,Pretty bad,,"

Pogoberries",,For sure pogoberries,"I would try to develop a medicate that they could take to prevent, or mitigate the symptoms of the sickness they get from eating the wrong food.",modify Zarpies biology,modify Zarpies biology,modify Zarpies biology,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,"No, I think it was very clear!","I am sort of unsure as to what exact suggestions that you're all looking for with the last question, and I think a more exact definition of the severity of the sickness should be established,.",Whether or not the task will be clear to children.,internalist_biological
11/13/2020 22:05,11/13/2020 22:17,IP Address,156.146.59.115,100,693,TRUE,11/13/2020 22:17,R_0qee7gupgIeP2cV,,,,,37.75100708,-97.8219986,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"

Vawns",No,,For sure no,Okay,,Pretty good,"
Okinberries",For sure okinberries,,ensure is only the option.,other,other,other,Somewhat difficult,Should,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,35,Male,,Black or African American,,Some college,Middle class,,,,internalist_cultural
11/13/2020 22:18,11/13/2020 22:23,IP Address,98.37.76.135,100,262,TRUE,11/13/2020 22:23,R_XjpbO3aUHK3hFWp,,,,,37.80839539,-122.2845993,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",Yes,Maybe yes,,Okay,,Pretty good,"
Okinberries",For sure okinberries,,Bring some okinberries from the other side of the planet for the Zarpies to eat.,acquire okinberries,acquire okinberries,acquire okinberries,Somewhat difficult,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,32,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,,,,structural
11/13/2020 22:36,11/13/2020 22:43,IP Address,108.52.156.3,100,407,TRUE,11/13/2020 22:43,R_RUKYYGChTuYH4Hf,,,,,40.30610657,-75.14830017,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Vawns",No,,Maybe no,Okay,,"Very, very good","
Okinberries",Maybe okinberries,,"If I could make anything happen, I would have a plane deliver enough okinberries for all Zarpies to feed them for the season; as well as take them some seeds for planting okinberries so that they will have continued supply. ",acquire okinberries,acquire okinberries,acquire okinberries,Somewhat easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,42,Female,,"Hispanic or Latino/a,Black or African American",,"Master's (M.A., M.S.)",Middle class,none,n/a,to assess how people evaluate language.,structural
11/13/2020 22:24,11/13/2020 22:33,IP Address,68.52.51.80,100,513,TRUE,11/13/2020 22:48,R_0HF4ZmEvsv7spbP,,,,,35.93060303,-86.87879944,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"

Zarpies",Yes,Maybe yes,,Not okay,"Very, very bad",,"
Okinberries",For sure okinberries,,Bring it more okinberries,acquire okinberries,acquire okinberries,acquire okinberries,Very easy,Should not,"Zarpies,Vawns","Pogoberries,Okinberries",Learning about Zarpies and answering questions about them,36,Prefer not to specify,,Prefer not to specify,,Prefer not to specify,Prefer not to specify,None,None,Stories?,internalist_biological
